hours,score,eca,sleep,practice,grade
8,93,No,6,0,88
3,92,No,8,8,79
7,51,Yes,5,1,41
8,59,Yes,6,6,55
6,57,Yes,6,7,47
9,73,Yes,6,7,72
7,94,No,4,0,83
5,92,Yes,4,9,79
8,62,No,5,6,56
2,84,No,9,8,65
7,66,No,8,2,53
4,88,Yes,9,7,73
9,56,No,5,7,57
1,87,Yes,7,8,66
7,60,No,7,7,52
6,89,Yes,8,4,80
8,79,Yes,8,4,75
5,70,No,8,2,57
1,42,No,4,5,13
1,56,No,4,9,28
9,89,Yes,7,2,85
6,97,Yes,8,1,86
5,65,Yes,6,6,54
1,62,No,9,9,36
6,45,Yes,7,2,37
6,67,No,8,3,57
3,47,Yes,6,9,25
8,94,Yes,8,7,89
1,97,Yes,5,0,71
1,84,No,6,8,56
6,47,No,9,5,36
1,58,No,5,1,28
6,77,Yes,4,2,66
1,68,Yes,7,4,41
6,62,Yes,8,5,49
3,86,Yes,7,8,71
8,71,No,9,1,65
6,49,Yes,8,4,37
1,66,Yes,5,6,41
5,88,No,6,6,74
8,40,No,6,3,31
3,78,No,8,2,57
6,68,Yes,5,7,58
5,98,No,8,1,82
6,84,Yes,8,4,74
1,42,No,8,9,21
7,90,Yes,6,4,81
9,86,Yes,9,0,87
2,76,Yes,8,6,53
5,70,Yes,6,3,56
4,50,Yes,4,9,35
6,61,Yes,5,1,47
6,57,No,4,7,48
2,74,Yes,8,3,52
2,45,Yes,6,0,19
4,42,Yes,5,7,27
1,44,Yes,7,6,22
9,48,No,5,2,41
7,67,Yes,5,2,58
7,58,Yes,8,6,49
3,67,No,4,1,43
3,66,Yes,4,4,43
1,52,No,7,6,27
3,77,Yes,8,5,61
3,82,Yes,5,9,63
4,92,No,9,6,77
4,60,No,4,1,39
3,66,No,4,6,45
8,85,Yes,6,1,77
8,45,No,5,6,34
1,77,No,8,7,51
7,88,Yes,4,9,82
2,50,Yes,8,7,23
1,86,Yes,5,4,62
3,80,No,5,6,60
4,92,Yes,4,7,75
6,56,No,7,3,43
5,95,No,8,1,82
4,78,No,8,6,65
8,46,No,6,0,39
4,69,Yes,5,1,50
2,60,Yes,5,9,43
3,40,No,4,6,19
6,64,No,4,9,49
8,71,Yes,4,0,64
8,98,Yes,6,6,92
9,96,No,7,4,93
7,47,No,4,2,39
2,44,No,4,1,20
8,69,No,9,6,61
7,90,No,4,8,77
8,47,Yes,6,8,42
3,88,No,8,9,72
7,58,Yes,7,9,46
9,83,No,8,7,83
3,98,Yes,9,1,84
6,94,No,5,0,83
2,69,Yes,5,7,45
2,54,Yes,4,1,31
5,75,No,9,3,62
5,94,No,8,3,84
7,83,Yes,6,1,76
2,66,Yes,7,3,42
7,52,Yes,8,6,46
5,53,No,9,5,38
6,76,Yes,9,9,69
8,93,No,8,5,88
4,87,No,7,3,70
7,69,No,8,1,61
6,78,No,8,4,66
2,86,No,7,2,63
8,52,No,6,2,46
9,97,Yes,9,3,95
5,55,Yes,7,4,41
4,83,No,4,1,62
6,46,Yes,4,5,31
8,87,Yes,4,5,81
3,94,No,4,7,76
1,94,Yes,5,1,70
4,66,No,6,7,51
4,84,No,5,7,69
1,94,No,8,3,69
9,74,No,8,6,71
3,54,Yes,7,6,34
5,67,Yes,4,0,51
6,74,No,7,0,60
8,46,Yes,8,7,43
6,89,No,4,0,74
3,85,No,9,2,62
6,89,Yes,6,5,80
1,90,Yes,8,7,67
4,85,No,9,4,65
6,59,Yes,7,4,47
7,71,No,9,3,63
3,77,No,7,3,57
9,79,Yes,8,6,82
7,71,No,5,5,60
1,65,Yes,6,7,38
2,97,No,9,5,78
1,78,No,9,9,54
9,59,No,8,6,59
9,57,No,8,9,55
7,89,No,7,9,84
3,54,Yes,4,4,32
5,91,No,4,5,75
4,61,Yes,4,0,40
7,90,Yes,7,2,85
9,61,Yes,4,7,56
2,92,No,8,2,67
8,60,Yes,5,0,56
9,41,Yes,5,2,38
9,79,Yes,5,3,79
7,92,No,4,7,81
9,82,No,5,8,80
9,57,No,9,3,57
3,62,No,4,6,38
4,52,Yes,9,0,36
2,80,No,8,8,58
3,48,Yes,9,3,28
5,88,No,8,8,74
5,46,Yes,7,2,32
6,80,No,7,4,68
7,93,No,9,0,83
7,40,No,6,2,33
1,41,No,8,4,15
2,43,Yes,4,5,16
9,53,No,6,7,48
2,71,No,8,0,45
6,75,No,4,2,60
1,41,Yes,8,0,16
3,79,No,8,4,61
2,89,No,4,7,67
3,90,Yes,8,3,70
5,53,Yes,8,8,40
6,59,Yes,8,5,49
9,64,No,7,5,63
4,81,Yes,5,4,63
7,88,No,8,9,82
6,47,Yes,4,4,33
2,67,No,9,6,41
8,85,Yes,8,7,83
7,60,Yes,7,6,53
7,62,Yes,7,0,53
8,71,No,9,0,66
1,47,Yes,8,9,25
1,70,No,6,5,44
8,76,Yes,9,2,66
4,55,Yes,5,8,34
5,79,Yes,4,6,67
8,81,No,4,1,74
5,66,No,4,2,52
4,79,No,4,7,64
6,80,Yes,7,0,71
5,57,No,5,4,39
7,74,No,8,9,66
7,88,Yes,8,0,78
4,91,Yes,6,8,75
5,54,No,8,6,37
3,92,No,5,4,71
4,66,Yes,8,5,47
4,56,No,7,2,37
3,79,Yes,9,2,63
5,41,Yes,8,6,26
5,88,No,4,6,71
7,89,No,4,6,80
4,70,Yes,9,1,54
4,76,No,4,1,57
9,80,Yes,4,4,75
6,80,No,7,3,67
4,73,Yes,7,6,57
2,73,No,7,2,52
6,90,No,8,4,78
2,94,Yes,9,1,72
5,98,No,4,0,78
6,42,Yes,6,8,30
4,56,No,9,3,40
3,53,No,6,7,35
7,53,No,4,6,41
2,85,No,5,0,61
6,77,Yes,9,9,69
4,74,Yes,8,6,55
6,40,No,6,1,24
4,87,Yes,9,2,72
4,68,Yes,9,0,52
4,43,No,7,6,26
9,72,Yes,5,2,66
7,56,Yes,7,5,45
3,67,No,5,6,47
3,89,No,5,2,68
6,65,No,8,1,49
6,47,No,9,8,37
4,73,Yes,7,8,61
9,98,No,7,6,97
4,57,Yes,6,4,38
9,70,Yes,9,3,69
4,98,No,4,3,79
2,66,Yes,4,0,45
2,55,Yes,6,3,29
5,97,Yes,5,6,86
4,49,No,6,4,29
7,79,Yes,6,8,72
5,51,No,7,3,37
6,61,No,6,2,51
4,55,Yes,5,5,39
2,51,Yes,4,3,24
9,50,No,8,1,47
7,59,No,9,4,52
4,90,No,6,3,75
3,40,No,9,4,18
3,66,No,6,8,44
9,42,Yes,9,3,37
5,51,No,7,5,37
3,69,Yes,7,3,50
5,48,No,9,0,34
2,92,Yes,6,1,68
4,93,No,6,5,76
2,76,Yes,5,7,53
2,40,Yes,4,8,16
8,81,No,4,3,70
1,88,Yes,8,5,62
7,43,No,4,2,33
5,54,No,8,8,40
8,90,Yes,7,7,85
1,66,Yes,8,0,43
7,47,No,8,1,40
5,99,No,4,9,83
4,99,No,6,8,86
7,62,Yes,7,9,54
2,54,Yes,5,2,32
1,66,No,8,2,40
1,70,Yes,8,9,45
1,78,Yes,9,8,56
5,86,Yes,8,2,71
7,47,No,6,9,38
2,69,No,5,4,45
8,97,Yes,9,5,93
4,94,Yes,4,2,73
3,81,No,7,9,63
8,57,Yes,6,7,54
2,43,No,5,1,18
3,86,No,7,5,65
3,82,No,4,1,64
1,61,No,7,8,35
6,42,No,9,5,31
2,54,No,8,8,26
1,74,No,8,3,46
2,86,Yes,6,2,65
6,77,No,7,1,72
4,72,Yes,8,7,59
6,53,Yes,6,3,39
9,87,Yes,6,1,85
8,40,No,9,8,35
1,92,Yes,6,7,67
8,88,No,4,4,78
9,65,No,8,7,64
6,47,Yes,8,4,34
5,89,Yes,5,6,70
6,55,Yes,4,4,42
6,77,Yes,8,4,61
9,49,No,9,3,45
4,81,Yes,8,4,66
2,76,Yes,5,6,56
9,65,Yes,7,2,63
2,67,Yes,7,3,44
9,51,Yes,4,7,46
2,59,No,6,5,34
8,88,No,5,7,85
9,53,No,5,1,46
9,85,Yes,8,8,84
9,74,Yes,9,6,74
2,68,No,8,4,41
4,51,No,9,6,30
7,91,No,5,1,82
2,57,No,6,3,30
1,83,Yes,7,6,59
3,41,Yes,4,1,17
4,41,Yes,9,7,26
8,98,No,7,9,94
6,56,No,4,9,46
2,49,No,6,4,26
9,57,Yes,5,4,54
2,61,Yes,6,7,42
5,58,No,9,0,42
4,97,Yes,5,5,80
7,92,No,8,1,85
8,40,No,4,0,26
5,63,No,8,6,52
5,75,Yes,5,3,60
2,64,No,4,0,40
8,75,No,4,9,68
2,70,Yes,8,5,49
6,70,No,4,9,59
8,41,No,5,5,32
6,58,Yes,9,2,47
4,92,No,9,5,77
4,51,No,5,9,36
6,49,No,8,8,38
4,70,Yes,6,5,50
8,84,No,5,0,77
9,61,No,9,9,59
1,62,No,5,5,37
4,91,Yes,4,7,72
4,62,Yes,4,6,41
2,54,Yes,5,7,34
6,65,No,8,7,54
3,42,Yes,6,8,21
7,62,No,4,2,50
5,59,Yes,9,6,49
4,84,Yes,4,5,71
5,79,Yes,9,1,64
8,96,Yes,6,4,90
3,78,No,4,2,57
7,95,Yes,8,4,84
6,47,No,9,8,36
1,57,No,4,7,34
7,80,No,4,8,70
7,45,Yes,5,8,39
1,66,Yes,8,7,42
9,75,No,8,7,69
6,54,Yes,5,5,44
2,76,No,9,5,54
5,97,Yes,7,5,87
4,44,Yes,6,9,28
7,78,No,8,5,70
8,48,Yes,7,8,44
1,46,No,9,9,23
5,80,No,6,0,61
3,59,Yes,8,9,43
1,49,Yes,4,5,22
3,65,Yes,8,7,47
6,43,No,6,0,31
7,77,Yes,7,5,71
8,63,Yes,4,8,59
4,53,Yes,6,5,37
3,80,Yes,9,1,58
5,40,No,6,0,24
9,56,Yes,8,3,52
6,84,No,9,5,74
9,63,Yes,5,9,60
6,66,Yes,5,9,59
2,46,Yes,4,8,20
5,48,No,6,4,33
9,82,No,7,6,80
8,74,Yes,4,5,67
7,97,No,9,5,90
1,51,No,4,8,29
4,60,Yes,8,4,44
7,42,Yes,9,1,37
7,54,Yes,7,7,45
6,60,Yes,6,2,50
8,49,Yes,9,8,44
6,72,Yes,6,4,59
3,85,No,6,0,60
4,98,Yes,4,3,78
3,91,Yes,8,8,73
1,45,Yes,4,0,20
5,41,Yes,5,7,26
1,68,No,5,7,42
1,94,No,6,8,71
2,79,No,8,8,57
4,72,Yes,9,5,55
6,43,Yes,6,4,29
8,98,No,9,6,96
3,43,No,6,8,23
1,68,Yes,4,4,42
3,76,Yes,6,2,54
3,99,Yes,6,8,83
5,99,Yes,8,9,91
4,59,Yes,8,0,42
4,80,No,9,0,65
9,62,Yes,8,9,60
7,84,No,6,3,77
4,57,Yes,8,1,41
3,88,No,8,6,67
6,64,No,7,1,53
3,40,No,7,6,21
6,93,Yes,5,7,82
9,54,Yes,4,7,52
6,73,Yes,4,2,60
4,87,No,8,8,71
5,59,No,5,9,45
6,93,Yes,5,9,82
3,76,No,9,9,57
8,66,No,7,5,63
4,61,No,5,3,41
8,90,No,6,7,84
3,44,Yes,9,3,24
7,73,No,8,3,63
9,78,Yes,6,7,79
4,42,No,4,3,20
8,56,No,7,0,50
3,63,Yes,6,5,43
7,63,No,8,7,56
3,42,Yes,6,2,21
7,84,Yes,6,1,76
6,46,Yes,5,5,34
2,64,Yes,7,0,42
3,95,Yes,4,4,78
6,42,Yes,8,5,28
4,54,Yes,9,7,39
6,68,No,9,6,56
1,89,Yes,8,5,63
1,68,No,4,1,38
3,49,No,8,7,29
8,71,No,5,7,67
8,62,Yes,9,4,57
4,78,Yes,9,2,63
6,48,No,6,7,38
8,76,Yes,5,4,68
7,91,No,9,2,82
7,79,No,5,8,70
4,53,No,5,8,32
9,43,Yes,4,6,43
6,59,No,9,7,49
3,67,Yes,7,4,49
5,53,No,4,4,36
5,83,Yes,4,4,69
5,73,No,5,1,57
8,52,Yes,7,2,47
9,70,No,4,7,69
9,72,Yes,7,5,65
6,91,Yes,9,8,84
6,78,Yes,5,6,66
9,67,No,4,5,60
4,64,No,7,3,44
6,71,No,8,6,61
4,48,Yes,4,3,30
1,67,Yes,4,6,39
7,97,No,4,4,85
6,70,No,7,1,58
9,56,Yes,6,6,53
7,92,No,9,7,86
7,62,Yes,4,9,55
2,52,Yes,8,1,32
9,94,Yes,8,5,94
9,49,No,5,3,41
6,55,Yes,6,4,43
3,45,No,6,0,25
1,87,Yes,7,5,64
4,50,No,5,7,37
3,97,No,7,1,79
1,91,Yes,5,0,62
3,42,Yes,9,8,21
4,67,Yes,6,1,49
8,80,Yes,9,7,77
9,54,No,7,4,50
3,99,No,5,1,79
6,52,No,6,4,35
5,81,No,6,8,66
6,91,No,4,5,74
4,95,Yes,7,2,77
6,84,Yes,4,7,72
7,56,No,6,0,48
9,46,Yes,7,8,42
7,67,Yes,7,8,59
6,77,Yes,9,3,66
1,52,Yes,8,7,27
2,99,Yes,5,2,75
1,56,Yes,8,5,31
9,54,No,8,9,51
9,75,Yes,6,9,74
7,67,Yes,9,7,63
2,54,No,5,8,31
6,85,No,8,7,79
4,92,No,8,8,77
1,50,Yes,7,3,26
1,95,No,6,9,69
5,70,Yes,8,0,56
2,43,No,5,6,18
4,74,Yes,4,9,55
1,73,Yes,4,3,45
4,91,No,6,0,74
6,66,Yes,4,2,56
4,49,Yes,7,6,34
1,69,Yes,7,2,44
7,84,Yes,5,0,73
2,59,No,9,6,38
9,68,No,6,7,64
3,97,No,6,4,75
8,92,Yes,4,5,84
8,68,No,8,2,62
3,62,No,8,4,41
4,96,Yes,9,2,81
2,89,No,8,1,66
4,60,No,9,6,45
9,87,No,5,9,84
2,82,Yes,6,6,60
3,49,No,4,7,26
4,80,No,5,0,64
5,51,No,7,1,32
1,69,Yes,7,1,48
7,90,Yes,7,2,83
7,72,No,9,6,62
9,57,No,9,6,55
4,53,No,6,6,36
6,61,Yes,7,0,52
2,60,Yes,9,1,35
4,40,No,9,7,21
2,88,No,8,8,67
5,82,Yes,9,9,71
7,91,Yes,7,6,87
1,99,No,5,0,70
7,54,Yes,7,3,43
6,75,No,8,9,69
6,86,No,7,7,75
8,93,Yes,4,4,85
8,61,No,8,0,56
6,71,No,6,6,55
3,97,No,7,5,78
5,85,No,9,8,71
2,93,No,5,3,68
5,72,No,7,3,60
9,97,No,5,7,95
1,80,Yes,4,3,51
5,98,Yes,6,2,84
6,78,No,9,6,68
7,62,Yes,8,4,54
9,82,No,8,8,79
6,94,No,6,4,83
5,41,Yes,4,8,28
7,41,No,4,5,31
1,77,No,7,5,50
5,94,Yes,4,5,79
2,90,Yes,7,6,64
4,68,Yes,5,3,53
7,91,Yes,6,3,81
5,85,Yes,5,8,70
6,99,Yes,5,6,85
2,42,No,5,9,20
3,78,Yes,5,5,60
7,46,Yes,8,0,36
2,75,No,4,6,49
6,68,No,6,5,56
5,94,Yes,6,3,79
1,76,No,9,7,53
4,88,No,5,6,70
2,97,No,6,7,74
4,75,No,7,8,60
1,62,No,6,0,32
2,84,No,5,2,59
8,55,No,6,1,48
6,87,Yes,4,2,74
2,70,No,5,1,46
6,73,Yes,8,5,63
9,89,No,4,8,87
7,40,No,6,1,29
9,57,Yes,8,3,51
5,97,No,9,4,81
7,79,No,4,4,70
7,82,Yes,9,0,75
3,95,No,7,5,75
7,95,No,4,4,85
1,54,Yes,8,5,28
9,87,Yes,9,3,84
6,88,No,7,5,76
5,56,Yes,9,8,43
7,83,No,6,0,73
5,49,No,5,5,33
5,59,Yes,9,0,45
7,45,Yes,6,6,38
7,47,Yes,5,3,39
3,84,Yes,5,5,67
3,73,No,8,6,53
3,71,Yes,7,4,50
6,90,Yes,7,8,80
6,93,No,4,7,80
3,81,No,6,2,60
3,43,No,8,0,23
8,83,No,9,9,80
8,89,No,6,7,83
7,78,No,9,3,72
4,59,No,9,6,46
4,63,No,9,3,45
3,63,No,4,6,42
5,94,Yes,4,0,78
3,65,Yes,8,0,43
8,64,No,4,1,55
7,75,Yes,8,4,67
3,46,No,4,9,28
9,49,No,7,5,48
5,97,No,8,1,81
9,86,No,7,0,84
7,51,Yes,7,8,41
7,40,Yes,8,6,31
6,91,No,6,7,83
2,89,Yes,5,5,70
9,64,Yes,4,8,57
6,55,No,9,7,45
8,44,No,4,3,37
1,58,Yes,9,4,33
5,43,Yes,6,1,28
1,45,No,5,0,16
8,65,No,6,5,60
8,88,Yes,5,2,81
1,78,No,8,3,54
9,95,No,8,0,94
2,94,No,9,5,74
9,78,Yes,7,7,76
1,48,Yes,7,9,19
9,84,No,9,3,83
4,91,Yes,8,9,73
9,53,No,9,7,52
7,87,Yes,7,9,81
6,94,Yes,9,2,84
5,48,Yes,8,6,35
9,54,No,6,2,53
2,76,No,4,5,55
2,89,No,8,3,66
9,92,Yes,9,5,87
3,59,No,8,6,43
8,47,No,8,7,39
9,71,No,7,5,68
8,86,No,9,3,81
4,60,Yes,7,8,45
1,96,No,9,6,75
4,80,No,7,8,64
9,58,Yes,7,2,54
2,68,No,6,4,45
3,97,Yes,8,0,75
8,70,Yes,6,7,64
6,93,Yes,7,0,81
8,45,No,6,0,39
7,43,Yes,8,6,38
5,82,Yes,8,7,72
9,68,Yes,7,2,67
4,81,No,8,1,66
6,42,Yes,6,6,32
2,40,Yes,5,9,17
2,83,Yes,8,4,59
2,94,No,6,0,70
7,54,Yes,6,1,41
2,86,Yes,6,2,62
2,60,No,8,5,38
9,85,No,5,0,81
7,97,No,7,7,88
3,70,Yes,7,1,46
3,46,Yes,8,4,25
7,56,Yes,8,7,48
5,95,Yes,4,4,81
6,58,No,9,7,49
8,78,Yes,5,5,72
9,99,No,6,6,96
1,42,Yes,9,7,17
3,69,Yes,6,2,48
7,74,Yes,9,4,69
6,97,No,7,9,85
7,96,No,9,6,85
8,68,No,8,8,64
6,89,No,5,5,79
3,91,Yes,7,9,74
2,93,Yes,9,0,69
7,53,Yes,5,7,44
1,74,Yes,8,5,50
3,67,Yes,6,0,48
4,97,No,4,3,77
1,69,No,5,5,46
5,65,Yes,6,9,51
3,46,Yes,5,0,23
2,78,Yes,5,9,56
3,70,Yes,5,4,47
8,44,No,8,2,42
6,74,Yes,7,6,64
7,89,Yes,5,7,80
6,86,Yes,8,2,73
6,91,Yes,4,9,80
3,53,No,7,2,34
8,75,Yes,8,2,69
7,66,No,4,5,54
7,63,No,7,5,56
6,79,Yes,8,2,66
5,68,Yes,4,5,53
8,92,Yes,8,8,89
5,84,Yes,4,7,70
9,61,Yes,5,6,59
9,47,No,5,6,41
1,54,No,7,7,28
6,88,No,4,6,75
7,44,No,5,2,34
3,91,No,7,7,68
7,43,Yes,6,7,32
7,50,Yes,5,0,44
2,57,No,5,9,35
7,81,Yes,9,4,74
1,88,Yes,8,4,64
5,69,No,6,0,57
9,54,No,4,5,46
7,45,No,7,5,36
7,94,Yes,6,3,85
2,92,No,4,5,71
8,55,No,5,5,49
3,86,Yes,9,0,71
8,79,Yes,7,4,76
3,48,No,7,1,26
7,82,Yes,6,6,74
2,98,No,8,8,78
4,73,Yes,4,8,59
6,66,No,9,8,55
9,52,Yes,9,6,51
5,75,Yes,6,6,57
9,66,Yes,8,0,63
5,48,No,8,5,37
8,44,No,8,4,41
1,90,No,7,7,67
7,61,Yes,4,7,56
4,70,Yes,4,3,51
5,42,Yes,6,0,26
6,69,No,5,5,56
5,60,Yes,6,9,48
1,74,No,4,0,52
9,45,No,7,4,42
2,67,No,6,4,41
9,71,No,5,2,64
2,81,No,9,4,57
9,76,Yes,6,5,72
6,64,Yes,8,4,52
9,71,Yes,5,0,67
6,74,Yes,8,6,61
6,61,Yes,7,2,51
2,63,Yes,4,6,42
8,78,No,6,4,71
3,93,Yes,6,2,74
7,69,No,8,5,62
5,89,No,8,0,76
3,71,No,4,5,50
1,70,No,6,3,42
8,62,No,4,3,55
3,79,Yes,8,4,60
2,72,Yes,9,8,52
1,64,Yes,8,0,36
4,75,No,5,2,53
8,63,Yes,8,3,54
3,70,Yes,8,1,47
1,97,No,9,8,70
4,78,No,4,6,62
9,85,Yes,5,0,82
1,52,No,5,8,26
2,49,No,6,5,25
9,62,No,9,1,55
2,57,Yes,7,0,34
3,71,No,6,5,51
7,72,No,6,6,63
3,75,No,6,9,54
9,67,No,5,5,62
6,55,No,4,6,43
3,55,Yes,8,5,34
9,57,Yes,5,7,56
1,47,No,8,1,24
3,81,No,8,8,65
1,55,Yes,7,8,31
2,94,Yes,6,8,72
8,95,No,7,6,90
7,50,No,6,8,43
2,45,Yes,5,0,23
2,40,No,8,2,18
9,51,No,7,1,44
6,96,Yes,9,0,84
5,77,Yes,5,4,62
6,67,Yes,5,0,56
9,84,Yes,9,2,87
7,97,No,6,5,89
9,56,No,8,5,55
4,40,No,6,2,18
2,71,No,6,3,46
8,47,Yes,5,6,42
4,93,Yes,6,5,72
9,79,No,4,1,75
4,95,No,9,8,79
8,82,No,9,5,78
9,85,Yes,8,1,81
9,63,Yes,9,6,63
4,49,Yes,6,9,35
1,86,No,6,9,63
3,78,No,7,3,59
9,78,No,8,0,76
4,49,Yes,8,9,33
5,75,No,9,8,62
7,64,Yes,6,9,58
5,99,No,4,7,82
4,89,No,7,4,73
2,98,Yes,4,2,75
2,96,Yes,6,3,71
4,49,No,8,2,30
9,58,Yes,8,9,58
8,85,Yes,4,7,80
3,84,Yes,5,4,65
9,54,Yes,6,7,51
5,55,Yes,8,0,44
3,41,No,9,8,23
5,68,No,5,9,56
4,43,No,8,2,25
8,92,No,9,0,89
5,89,Yes,8,2,75
8,68,No,5,1,60
9,70,Yes,4,6,64
4,56,No,6,9,40
7,49,No,5,3,37
2,66,Yes,5,6,42
6,92,No,8,2,78
8,80,No,9,5,72
7,54,No,5,6,44
7,99,No,6,6,89
8,83,No,4,4,77
7,70,No,9,5,62
5,60,No,4,2,46
7,99,Yes,4,3,94
3,98,No,6,5,80
5,97,No,8,2,83
7,80,No,9,6,74
9,85,No,9,2,85
2,84,No,6,8,61
4,99,No,9,3,85
7,65,Yes,5,1,58
1,77,No,7,5,52
2,90,No,7,8,69
9,75,Yes,7,9,78
7,91,Yes,4,9,82
7,56,No,9,1,47
6,90,No,6,3,79
3,42,No,9,4,21
3,53,Yes,6,8,33
2,88,Yes,9,6,65
6,52,No,4,4,35
4,80,No,5,5,63
5,66,Yes,7,8,50
3,40,Yes,7,3,18
6,96,Yes,9,1,88
3,56,Yes,4,4,35
8,87,No,7,6,82
9,89,Yes,9,3,87
4,73,Yes,8,0,59
9,53,No,9,7,56
7,93,Yes,6,4,86
3,94,No,7,9,70
7,98,Yes,7,1,90
1,56,No,8,2,28
3,42,Yes,5,9,21
6,73,No,9,9,64
4,79,No,5,4,61
7,64,Yes,9,3,54
3,41,No,8,8,20
1,73,No,5,8,49
9,65,Yes,4,7,65
6,70,No,8,1,61
8,48,No,9,4,40
3,69,Yes,6,7,49
8,59,Yes,6,7,52
2,60,No,6,6,38
4,68,No,9,3,51
3,98,No,7,2,76
1,64,No,8,7,42
7,77,No,8,7,68
2,97,Yes,5,9,77
4,83,No,8,4,65
9,64,Yes,8,2,63
6,48,Yes,5,4,35
8,78,Yes,8,3,71
2,83,Yes,8,7,64
7,65,No,4,1,53
6,96,No,9,7,87
9,76,No,5,9,71
7,55,Yes,4,5,43
1,76,Yes,7,3,54
8,51,No,5,2,44
3,63,Yes,9,9,45
2,65,No,8,4,42
3,59,Yes,8,5,38
6,48,Yes,4,0,36
3,62,Yes,4,0,43
5,78,Yes,7,9,67
6,68,Yes,7,2,58
8,70,Yes,9,1,64
7,58,Yes,8,0,51
8,59,No,6,7,57
3,62,No,7,0,40
4,82,Yes,8,9,68
6,66,Yes,7,7,58
7,69,No,5,4,63
9,60,Yes,4,3,56
1,83,No,8,7,60
8,74,No,7,7,68
8,88,No,4,7,82
6,46,No,6,2,33
4,61,No,7,7,47
3,49,Yes,8,0,32
3,62,Yes,5,3,39
6,54,No,4,4,41
8,69,Yes,4,5,61
7,73,No,5,4,63
1,52,Yes,8,4,27
6,99,Yes,9,4,88
7,43,Yes,6,8,35
7,57,Yes,9,9,48
9,95,Yes,5,9,95
5,62,Yes,6,2,48
1,72,Yes,8,1,45
2,73,Yes,7,9,49
4,73,No,7,1,57
5,75,No,9,7,61
9,74,Yes,8,4,75
1,56,Yes,6,4,26
3,67,Yes,9,5,47
5,53,No,5,8,37
3,73,Yes,9,6,55
4,87,Yes,8,4,73
3,50,No,8,4,30
4,96,No,7,9,80
1,52,No,5,8,24
8,72,Yes,7,8,66
4,96,No,6,1,77
7,94,Yes,6,6,86
2,41,No,4,9,13
2,73,Yes,8,0,52
6,92,Yes,5,3,80
2,68,Yes,5,1,44
6,76,No,7,9,68
2,43,Yes,9,8,23
4,51,Yes,9,5,36
7,65,Yes,7,3,58
8,97,No,9,2,91
3,67,Yes,5,3,48
9,42,Yes,7,1,40
2,59,Yes,9,4,33
8,49,Yes,4,8,46
8,91,No,8,5,87
4,57,Yes,4,1,39
1,92,No,9,5,70
1,92,No,6,8,67
2,92,Yes,5,3,68
9,66,No,4,0,61
2,70,No,4,1,51
2,66,No,7,4,43
6,81,Yes,7,9,70
7,40,No,7,6,34
7,45,No,9,7,33
9,50,Yes,6,2,46
6,73,Yes,4,8,60
8,78,No,8,1,73
6,59,No,7,3,47
2,92,No,6,3,67
1,60,Yes,9,5,37
5,60,No,6,9,44
9,57,Yes,7,5,55
8,60,No,5,2,52
4,58,No,4,8,42
5,43,Yes,7,4,28
5,52,No,8,1,31
6,57,Yes,4,5,42
3,91,No,6,2,71
5,68,Yes,8,7,54
2,64,Yes,4,2,42
1,95,No,8,4,68
1,52,Yes,6,3,27
7,66,No,7,3,59
2,99,Yes,8,1,77
4,58,Yes,7,7,43
5,88,Yes,6,2,73
7,40,No,6,3,31
2,77,Yes,8,5,55
6,58,Yes,8,8,49
1,91,Yes,6,3,65
7,40,No,8,2,30
9,79,No,8,4,75
5,56,Yes,8,8,43
5,60,Yes,9,0,49
4,61,No,8,4,44
3,54,Yes,4,3,35
9,89,Yes,6,4,88
5,78,Yes,6,6,65
8,87,Yes,5,6,82
9,78,Yes,7,6,76
5,71,Yes,5,0,54
9,88,No,8,8,90
2,43,Yes,8,6,23
9,83,Yes,4,3,79
4,84,No,4,3,65
6,71,No,4,1,59
6,43,No,4,5,28
6,92,No,4,9,79
2,40,Yes,4,2,11
7,72,No,4,0,61
6,46,Yes,4,4,36
1,48,No,9,5,22
2,40,No,4,4,20
7,55,No,6,4,45
1,57,Yes,4,9,32
1,93,No,7,7,68
1,86,No,4,9,55
8,45,No,9,0,38
4,41,Yes,8,7,23
4,48,Yes,9,6,33
2,43,No,9,0,22
1,84,Yes,8,8,60
9,62,No,4,3,58
7,93,Yes,4,6,84
4,82,No,8,2,67
6,84,Yes,7,7,79
2,82,No,5,3,61
7,90,Yes,6,1,80
2,47,Yes,8,1,27
8,78,No,4,7,72
8,64,No,6,7,61
1,55,Yes,4,0,25
8,74,No,5,5,67
2,56,No,5,8,33
6,57,No,8,8,46
1,99,No,6,1,73
5,66,Yes,9,7,54
7,54,No,6,7,44
1,99,Yes,9,3,74
2,56,Yes,5,3,31
7,82,No,4,4,73
6,44,No,9,9,34
3,55,Yes,9,6,36
2,54,No,8,0,27
4,81,No,7,8,66
3,85,Yes,5,2,66
7,73,Yes,9,3,64
8,87,Yes,5,6,82
2,58,No,8,4,34
7,47,No,4,4,38
8,86,Yes,6,0,79
6,49,Yes,5,1,35
6,44,No,8,4,33
1,91,No,8,1,65
4,87,No,8,0,69
1,92,Yes,6,9,66
4,65,No,5,2,45
2,61,No,9,0,37
5,83,Yes,8,9,71
9,62,No,6,7,59
3,52,Yes,4,7,32
8,48,No,7,7,40
3,88,Yes,5,6,73
6,59,Yes,6,6,48
4,67,Yes,7,1,52
8,83,No,7,8,79
